"adverb_type","part1","part2","Year","Sex","Class","Role"
"other","very","fair",1793,"m","Higher class","witness"
"other","very","healthy",1793,"m","Higher class","witness"
"other","quite","sure",1793,"m","Higher class","lawyer"
"other","so","good",1793,"m","Higher class","lawyer"
"other","very","material",1793,"m","Higher class","lawyer"
"other","very","unjust",1793,"m","Higher class","lawyer"
"ly ending","perfectly","sure",1793,"m","Higher class","lawyer"
"other","so","good",1793,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1793,"m","Higher class","lawyer"
"other","more","likely",1793,"m","Higher class","lawyer"
"other","more","likely",1793,"m","Higher class","lawyer"
"other","more","free",1793,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1793,"m","Higher class","lawyer"
"other","more","safe",1793,"m","Higher class","lawyer"
"other","quite","clear",1793,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1793,"m","Higher class","lawyer"
"other","quite","sober",1793,"m","Higher class","lawyer"
"other","quite","sober",1793,"m","Higher class","lawyer"
"other","quite","sure",1793,"m","Higher class","lawyer"
"other","very","strange",1793,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1793,"m","Higher class","lawyer"
"ly ending","extremely","anxious",1793,"m","Higher class","lawyer"
"other","very","uneasy",1793,"m","Higher class","lawyer"
"other","very","pleasant",1793,"m","Higher class","lawyer"
"other","very","meritorious",1793,"m","Higher class","lawyer"
"other","much","better",1793,"m","Higher class","lawyer"
"other","so","disposed",1793,"m","Higher class","lawyer"
"other","most","common",1793,"m","Higher class","lawyer"
"other","very","possible",1793,"m","Higher class","lawyer"
"other","quite","finished",1793,"m","Higher class","lawyer"
"other","very","common",1793,"m","Higher class","lawyer"
"other","very","common",1793,"m","Higher class","lawyer"
"other","more","notorious",1793,"m","Higher class","lawyer"
"other","quite","sure",1793,"m","Higher class","lawyer"
"other","right","sober",1793,"m","Higher class","lawyer"
"other","very","heavy",1793,"m","Higher class","lawyer"
"other","more","correct",1793,"m","Higher class","lawyer"
"other","very","unfavourable",1793,"m","Higher class","lawyer"
"other","very","true",1793,"m","Higher class","lawyer"
"other","most","certain",1793,"m","Higher class","lawyer"
"other","so","long",1793,"m","Higher class","lawyer"
"other","very","great",1793,"m","Higher class","lawyer"
"other","very","violent",1793,"m","Higher class","lawyer"
"other","so","bad",1793,"m","Higher class","lawyer"
"other","much","easier",1793,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1793,"m","Higher class","lawyer"
"other","very","fair",1793,"m","Higher class","lawyer"
"other","so","good",1793,"m","Higher class","lawyer"
"other","so","good",1793,"m","Higher class","lawyer"
"other","so","good",1793,"m","Higher class","lawyer"
"other","so","dark",1793,"m","Higher class","lawyer"
"other","very","drunk",1793,"m","Higher class","judge"
"other","quite","sure",1793,"m","Higher class","judge"
"other","quite","sure",1793,"m","Higher class","judge"
"other","more","barbarous",1793,"m","Higher class","judge"
"other","so","unfrequent",1793,"m","Higher class","judge"
"ly ending","extremely","fond",1793,"m","Higher class","judge"
"other","so","good",1793,"m","Higher class","judge"
"other","very","big",1793,"m","Higher class","witness"
"other","very","good",1793,"m","Higher class","witness"
"other","so","particular",1793,"m","Higher class","victim"
"other","so","remarkable",1793,"m","Higher class","victim"
"other","very","familiar",1793,"m","Higher class","victim"
"other","very","narrow",1793,"m","Higher class","victim"
"other","very","heavy",1793,"m","Higher class","witness"
"other","very","particular",1793,"m","Higher class","witness"
"other","very","dark",1793,"m","Higher class","witness"
"other","very","possible",1793,"m","Higher class","witness"
"other","very","possible",1793,"m","Higher class","witness"
"other","very","likely",1793,"m","Higher class","witness"
"other","so","extraordinary",1793,"m","Higher class","witness"
"other","very","suspicious",1793,"m","Higher class","victim"
"other","more","aboutwhen",1793,"m","Higher class","defendant"
"other","very","bad",1793,"m","Higher class","victim"
"other","more","bad",1793,"m","Higher class","victim"
"other","very","bad",1793,"m","Higher class","victim"
"other","very","proper",1793,"m","Higher class","victim"
"other","very","sorry",1793,"m","Higher class","victim"
"other","very","curious",1793,"m","Higher class","victim"
"other","very","improper",1793,"m","Higher class","witness"
"other","very","warm",1793,"m","Higher class","witness"
"other","very","riotous",1793,"m","Higher class","witness"
"other","so","loud",1793,"m","Higher class","witness"
"other","very","severe",1793,"m","Lower class","victim"
"other","very","sensible",1793,"m","Lower class","victim"
"other","very","broad",1793,"m","Lower class","victim"
"other","quite","sure",1793,"m","Lower class","victim"
"other","very","good",1793,"m","Lower class","witness"
"other","very","ill",1793,"m","Lower class","defendant"
"other","very","large",1793,"f","Lower class","witness"
"other","so","easy",1793,"m","Higher class","witness"
"other","very","resolute",1793,"m","Higher class","witness"
"other","so","remarkable",1793,"m","Higher class","witness"
